n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
79|348|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1977 - 1981|bank_israel|No|NA|1|1||yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1977 - 1981.
80|350|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1982 - 1986|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל מאגר שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1982 - 1986.
81|351|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1987 - 1991|bank_israel|No|NA|1|1||yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1987 - 1991.
82|352|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1992 - 1996|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1992 - 1996.
83|353|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1997 - 2000|bank_israel|No|NA|1|1||yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1997 - 2000.
84|354new|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2001 - 2006|bank_israel|No|NA|1|1||yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2001 - 2006.
85|355new|dataset|2023-03-21|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2007 - 2012|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2007 - 2012.
86|356|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2012|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל רשימת שערים ממוצעים לכל המטבעות היציגים - 2012.
87|357|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2011 פרטי המאגר|bank_israel|No|NA|1|5|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל רשימת שערים ממוצעים לכל המטבעות היציגים - 2011 פרטי המאגר.
88|358|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2010|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערים ממוצעים לכל המטבעות היציגים - 2010.
89|360|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2008|bank_israel|No|NA|1|1|בנק ישראל, שערי מטבע, מטבע יציג, 2008|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2008.
90|361|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2007|bank_israel|No|NA|1|5|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2007.
91|362|dataset|2023-06-18|שערים ממוצעים לכל המטבעות היציגים - 2006|bank_israel|No|NoUpdate|1|7|--|yehudit.golan@boi.org.il|בנק ישראל|other-open|Other (Open)|שערים ממוצעים לכל המטבעות היציגים - 2006
92|363|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2005|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2005
93|364|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2004|bank_israel|No|NA|1|5|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2004.
94|365|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2003|bank_israel|No|NA|1|5|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2003
95|366|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2002|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2002
96|367|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2001|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2001
97|371|dataset|2023-03-21|הריבית הממוצעת על משכנתאות צמודות למדד ומחשבון לחישוב עמלת פירעון מוקדם|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||הריבית הממוצעת על משכנתאות צמודות למדד ומחשבון לחישוב עמלת פירעון מוקדם.
98|374|dataset|2023-03-21|הריבית הקבועה הממוצעת על משכנתאות במיגזר השיקלי הלא-צמוד|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||הריבית הקבועה הממוצעת על משכנתאות במיגזר השיקלי הלא-צמוד.
99|375|dataset|2023-03-21|רשימת תאגידים בנקאיים בישראל - כתובות וקישורים|bank_israel|No|Day|2|3|--|yehudit.golan@boi.org.il|בנק ישראל|other-open|Other (Open)|רשימת תאגידים בנקאיים בישראל - כתובות וקישורים.
100|377|dataset|2023-03-21|קובץ חשבונות מוגבלים של תאגידים|bank_israel|No|NotConstant|2|4|--|yehudit.golan@boi.org.il|בנק ישראל|other-open|Other (Open)|קובץ חשבונות מוגבלים של תאגידים.
101|379|dataset|2023-03-21|נתונים חודשיים ושיעורי שינוי במדד המשולב|bank_israel|No|NA|2|4|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||נתונים חודשיים ושיעורי שינוי במדד המשולב.
102|381|dataset|2023-03-21|תשואות לפדיון על מק"מ|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל תשואות לפדיון על מק"מ.
103|408|dataset|2023-03-21|מתקני ספורט בישראל|culture_and_sports|No|NA|2|5|--|danieler@most.gov.il|משרד התרבות והספורט|other-open|Other (Open)|המאגר כולל למעלה מ 6,500 מתקנים בפירוט: כתובת, נ"צ, המפעיל, האם ניתן לשימוש פרטי, נגישות לנכים, חנייה, התאמה לתחרויות בינלאומיות.רשימת מתקני הספורט מתעדכנת מעת לעת במתקנים חדשים.
104|425|dataset|2023-03-21|רשימת מאגרי משרד החינוך|ministry_of_education|No|NA|1|1|משרד החינוך|inbalne@education.gov.il|משרד החינוך|||משרד החינוך מעמיד לרשות הציבור מידע רב בפורטלים, באתרים ובמערכות המשרד.מאגרי המידע של המשרד מפורסמים באוח, פורטל המשרד, בהקשרים המקצועיים שלהם.ברשימה זו ריכוז של מאגרי משרד החינוך עומדים לרשות הקהל הרחב.
105|46|dataset|2023-03-21|חברי פורום מדענים ראשיים|science-and-technology|No|NA|1|1|--|Elas@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|חברי פורום מדענים ראשיים
106|48|dataset|2023-03-21|סל מדע לרשויות המקומיות|science-and-technology|No|NA|1|2|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||סל מדע לרשויות המקומיות
107|481|dataset|2024-09-25|ארכיון נתונים מטאורולוגיים|meteorological_service|No|Month|14|9|--|meirn@ims.gov.il|השירות המטאורולוגי|other-open|אחר (פתוח)|מאגר הנתונים הרשמי של השירות המטאורולוגי (שמ"ט) מוצג בזה לציבור, באמצעות פורטל השירותים והמידע הממשלתי (Data.Gov), מכיל מגוון נתונים מטאורולוגיים (טמפרטורה, לחות יחסית, לחץ, משקעים, רוח ועוד) מתחנות מדידה שפעלו ברחבי הארץ בתקופות שונות.המאגר מורכב משני חלקים: ארכיון נתונים מטאורולוגיים ומאגר נתונים עשר דקתיים (תחנות אוטומטיות). הנתונים שבארכיון הנתונים המטאורולוגים עברו תהליכי בקרה. עם זאת, מתגלה מדי פעם צורך בעדכונים ובתיקונים נוספים.
108|486|dataset|2023-03-21|מגמות בבטיחות בדרכים 2005-2011|betihut-drahim|No|NoUpdate|9|5|--|liatk@rsa.org.il|הרשות הלאומית לבטיחות בדרכים|||
109|49|dataset|2023-03-21|תמיכות במשלחות|science-and-technology|No|NA|1|1|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||תמיכות במשלחות
110|50|dataset|2023-03-21|תמיכה מצפים ציבוריים 2018|science-and-technology|No|NA|1|0|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||תמיכה מצפים ציבוריים 2018
111|500|dataset|2023-03-21|מאגר תעודות זהות פירות וירקות|ministry_of_agriculture|No|NotConstant|1|6|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|Other (Open)|במאגר מרוכז כל המידע בנושא פירות וירקות: הנחיות שימור, פרמטרים לבדיקת איכות פרי או ירק, ערכים תזונתיים ומידע כללי. הערכים התזונתיים נקבעו על ידי משרד החקלאות האמריקאי (USDA) ונלקחו מאתר מועצת הצמחים. הערכים מחושבים לפי 100 גרם תוצרת. ההנחיות לשימור הוכנו על ידי חוקרי המכון לחקר אחסון ואיכות תוצרת חקלאית ומזון.
112|502|dataset|2023-03-21|רשימת מרכזי צלילה|culture_and_sports|No|NA|1|4|--|Adamk@most.gov.il|משרד התרבות והספורט|other-open|Other (Open)|רשימת מוסדות הכשרה - צלילה
113|502-2|dataset|2023-03-21|רשימת מרכזי צלילה באילת|culture_and_sports|No|NA|1|4|--|Adamk@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת מרכזי צלילה באילת
114|503|dataset|2023-03-21|פריטים מוזאליים|culture_and_sports|No|NA|1|1|--|ShiritK@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|קטלוג דיגיטלי של המוזאונים הרלוונטים
115|504|dataset|2023-03-21|סרטים|culture_and_sports|No|NA|2|1|--|soniael@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת סרטים והסרטים עצמם
116|506-1|dataset|2023-03-21|רשימת בוחנים בתחום מכוניות - נהיגה ספורטיבית|culture_and_sports|No|NA|1|3|--|yosini@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת בוחנים בתחום מכוניות - נהיגה ספורטיבית
117|506-2|dataset|2023-03-21|רשימת בוחנים בתחום אופנועים וטרקטורונים - נהיגה ספורטיבית|culture_and_sports|No|NA|1|4|--|Adamk@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת בוחנים בתחום אופנועים וטרקטורונים - נהיגה ספורטיבית
118|508|dataset|2023-03-21|דרגות רישיון נהיגה ספורטיבית|culture_and_sports|No|NA|1|4|--|yosini@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|דרגות רישיון נהיגה ספורטיבית
119|51|dataset|2023-03-21|סל מדע פרוט לפי חוגים תשעז|science-and-technology|No|NA|1|2|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||סל מדע פרוט לפי חוגים תשעז
