n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
130|0|543|dataset|2020-06-08|List of Licencees|isa|No|NA|1|1|רשות ניירות הערך|YaelT@isa.gov.il|רשות ניירות ערך|||List of Licencees
131|0|544|dataset|2020-06-08|רשימת חברות חיתום|isa|No|NA|1|4|רשות ניירות הערך|YaelT@isa.gov.il|רשות ניירות ערך|||מאגר רשימת חברות חיתום. המאגר מתעדכן מדי יום.
132|0|545|dataset|2020-06-08|רשימת חתמים List of underwriters|isa|No|NA|1|5|רשות ניירות הערך|YaelT@isa.gov.il|רשות ניירות ערך|||מאגר המכיל רשימת חתמים באנגלית.
133|0|547|dataset|2021-10-17|הצעות חוק בכנסת העשרים|knesset|No|NA|0|16|--|ronitk@knesset.gov.il|הכנסת|other-open|Other (Open)|מאגר הכולל את כל הצעות החוק שהיו בהליכי חקיקה בכנסת העשרים, כולל הצעות חוק שהליכי החקיקה בהן נעצרו במהלך פעילות כנסת, שהליכי החקיקה בהן הושלמו והן התקבלו בקריאה השלישית והצעות חוק שהליך חקיקתן נעצר בשל התפזרות הכנסת העשרים. המאגר שעלה לאוויר בדצמבר 2016 מאפשר לראשונה לצפות בהצעות החוק תוך כדי הליך החקיקה ולעיין במעטפת הפרלמנטרית של כל הצעת החוק.
134|0|548|dataset|2020-06-08|החוקים כפי שנחקקו|knesset|No|NA|0|6|הכנסת|ronitk@knesset.gov.il|הכנסת|||המאגר הכולל את כל החוקים כפי שהתקבלו מתקופת המנדט הבריטי, דרך תקופת מועצת המדינה הזמנית, ומהכנסת הראשונה ועד הכנסת הנוכחית. לכל דף מוצגת המעטפת הפרלמנטרית המלאה של הליך חקיקתו.
135|0|549|dataset|2020-06-08|חברי כנסת, ממשלות וסיעות|knesset|No|NA|0|5|הכנסת|ronitk@knesset.gov.il|הכנסת|||מאגר זה מכיל מאגר חברי כנסת, ממשלות וסיעות. אפשר לעיין במידע לגבי כנסת נוכחית או במאגר חברי הכנסת לדורותיהם.
136|0|551|dataset|2020-06-11|המועצה לספריות ציבוריות - חברי המועצה|culture_and_sports|No|NA|1|1|--|boazd@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|המועצה לספריות ציבוריות - חברי המועצה
137|0|552|dataset|2020-06-11|המועצה הישראלית לקולנוע - חברי מועצה|culture_and_sports|No|NA|1|1|--|Galitwa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|המועצה הישראלית לקולנוע - חברי מועצה
138|0|557|dataset|2021-08-16|בעלי היתר לביצוע מדידות קרינה בלתי מייננת|ministry_of_the_environment|No|NotConstant|1|1|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|מאגר זה מוגשות כשירות לציבור ואינו מהווה המלצה של המשרד על בודק זה או אחר. ההיתר הוא שמי - אישי לאדם אשר עבר הכשרה מקצועית מתאימה, בידיו ציוד המתאים לביצוע המדידות והוא שולח את הציוד לכיול מדי שנה במעבדה מורשית. ההיתר מתחדש מדי שנה עם כיול מכשיר המדידה.מומלץ מאוד לבקש ממבצע המדידה להציג רישיון הסמכה בר-תוקף לביצוע מדידת הקרינה המבוקשת. זאת, על מנת לוודא כי הוא בעל היתר, וכדי לבדוק שהמדידה מתבצעת אך ורק עם הציוד המופיע ברשימה.לינק למאגר: https://www.gov.il/he/Departments/Guides/non_ionizing_measurements
139|0|558|dataset|2020-06-11|המועצה למניעת אלימות בספורט - חברי מועצה|culture_and_sports|No|NA|1|1|--|Galitwa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|המועצה למניעת אלימות בספורט - חברי מועצה
140|0|559|dataset|2020-06-11|המועצה לקידום ספורט נשים - חברי מועצה|culture_and_sports|No|NA|1|1|--|Galitwa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|המועצה לקידום ספורט נשים - חברי מועצה
141|0|56|dataset|2020-06-11|ארגונים ומוסדות הפועלים בעולם לקידום נשים במדע ובטכנולוגיה|science-and-technology|No|NA|1|1|--|Elas@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|ארגונים ומוסדות הפועלים בעולם לקידום נשים במדע ובטכנולוגיה
142|0|564|dataset|2020-06-11|תקציב מקורי 2013-2014|mof|No|NA|1|5|משרד האוצר|talid@mof.gov.il|משרד האוצר|||מאגר המכיל תקציב מקורי לשנים 2013-2014.
143|0|566|dataset|2020-06-11|מאגר יועצים משפטיים|culture_and_sports|No|NA|1|1|--|Yoazim-mishpatit@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|יועצים לשירותי כתיבת חקיקה, נהלים והנחיות מינהל עבור הלשכה המשפטית במשרד התרבות והספורט
144|0|568|dataset|2020-06-11|נהיגה ספורטיבית - מחירי אגרות רישוי לנהג|culture_and_sports|No|NA|1|5|--|yosini@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|נהיגה ספורטיבית - מחירי אגרות רישוי לנהגנהיגה ספורטיבית - מחירי אגרות רישוי לנהג
145|0|591|dataset|2020-06-11|מועצת המוזיאונים - חברי מועצה|science-and-technology|No|NA|1|1|--|ShiritK@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|מועצת המוזיאונים - חברי מועצה
146|0|609|dataset|2020-06-11|התאחדויות נהיגה ספורטיבית|culture_and_sports|No|NA|1|1|--|YanivA@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|התאחדויות נהיגה ספורטיבית
147|2|61|dataset|2020-06-11|תחומי מחקר של משרד המדע|science-and-technology|No|NA|1|1|--|avi@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|תחומי מחקר של משרד המדע
148|3|62|dataset|2020-06-11|שרי משרד המדע לדורותיהם|science-and-technology|No|NA|1|1|--|Libio@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|שרי משרד המדע לדורותיהם
149|0|642|dataset|2020-06-11|ספריות - רשימת הספריות הציבוריות|culture_and_sports|No|NA|1|1|--|boazd@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת הספריות הציבוריות - כתובות ואתרי אינטרנט
150|0|643|dataset|2020-07-09|המועצה לביקורת סרטים - חברי מועצה|culture_and_sports|No|NA|1|1|--|soniael@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|המועצה לביקורת סרטים - חברי מועצה
151|1|650|dataset|2020-06-08|המועצה לביקורת סרטים - סיווג גיל לסרטי קולנוע|culture_and_sports|No|NA|1|1|--|soniael@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|המועצה לביקורת סרטים - סיווג גיל לסרטי קולנוע
152|1|651|dataset|2020-06-11|שערי חליפין בקובץ XML|bank_israel|No|NA|1|4|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין.
153|0|652|dataset|2020-06-11|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2013 ואילך|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2013 ואילך.
154|0|653|dataset|2020-06-11|שערים ממוצעים לכל המטבעות היציגים - 2013|bank_israel|No|NA|1|5|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל שערים ממוצעים לכל המטבעות היציגים - 2013.
155|0|659|dataset|2020-06-08|רשימת חברות בעלות רישון ייעוץ/שיווק/ניהול תיקים|isa|No|NA|1|5|רשות ניירות הערך|YaelT@isa.gov.il|רשות ניירות ערך|||מאגר זה מכיל רשימת חברות בעלות רישון ייעוץ/שיווק/ניהול תיקים.
156|0|671|dataset|2022-08-08|מאגר מחלות בעלי חיים|ministry_of_agriculture|No|NotConstant|1|8|--|sofiam@moag.gov.il|משרד החקלאות ופיתוח הכפר|||המאגר מכיל רשימה של מחלות בע"ח כגון מחלות בקר, צאן, דגים, סוסים וכן מידע על כל מחלה כדוגמת תפוצה, סימנים קליניים, מקור ההדבקה ועוד.
157|0|673|dataset|2023-03-24|מאגר חומרי הדברה|ministry_of_agriculture|No|Day|1|3|--|sofiam@moag.gov.il|משרד החקלאות ופיתוח הכפר|||מאגר המכיל את תכשירי הדברה אורגניים, קוטלי עשבים ותכשירים רגילים הניתנים לשימוש בחקלאות. המאגר כולל גם קישור לתווית התכשיר
158|0|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|dataset|2022-11-28|קידוחים מטוייבים|water_authority|No|Year|1|6|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|רשימת קידוחים מטוייבים 2022
159|0|711|dataset|2020-06-11|שינויי תקציב 2013|mof|No|NA|2|5|משרד האוצר|talid@mof.gov.il|משרד האוצר|||
160|0|808|dataset|2020-06-11|תקציב וביצוע 2013|mof|No|NA|1|1|משרד האוצר|talid@mof.gov.il|משרד האוצר|||
161|0|813|dataset|2023-01-01|רשימת הממונים ברשויות הציבוריות מכח חוק חופש המידע, התשנ"ח-1998 פרטי המאגר|ministry_of_justice|No|NotConstant|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|||רשימת הממונים ברשויות הציבוריות מכח חוק חופש המידע, התשנ"ח-1998.המאגר כולל את פרטי ההתקשרות עם ממונים על העמדת מידע לציבור שהעבירו את פרטי ההתקשרות עמם לידי היחידה הממשלתית לחופש המידע.המאגר מתעדכן באופן תדיר על ידי היחידה הממשלתית לחופש המידע במשרד המשפטים באתר המרכזי לחופש המידע (foi.gov.il).
162|0|814|dataset|2022-11-15|תשובות לבקשות חופש מידע|ministry_of_justice|No|NotConstant|1|3|--|yehudakat@justice.gov.il|משרד המשפטים|||תשובות לבקשות חופש מידע הניתנות על ידי הרשויות הציבוריות הכפופות לחוק חופש המידע, התשנ"ח-1998 (כגון משרדי ממשלה, רשויות מקומיות, מועצות דתיות וכו'). התשובות מוזנות על ידי הרשויות באתר המרכזי לחופש המידע (foi.gov.il) ובסיוע היחידה הממשלתית לחופש המידע.
163|0|826|dataset|2020-06-11|מטה דאטה על שכבות|israel_mapping_center|No|NA|1|3|המרכז למיפוי ישראל|hadarca@int.gov.il|המרכז למיפוי ישראל|||מידע מפורט על השכבות הגאוגרפיות
164|0|827|dataset|2020-06-23|לוח מרחקי הדרך הרשמי עפ"י תכם|israel_mapping_center|No|NA|1|5|המרכז למיפוי ישראל|nir@mapi.gov.il|המרכז למיפוי ישראל|||מרחקי הדרך המדודים בין יישובים בארץ.
165|0|828|dataset|2020-06-11|שמות יישובים עם קואורדינטות|israel_mapping_center|No|NA|1|4|המרכז למיפוי ישראל|yaron@mapi.gov.il|המרכז למיפוי ישראל|||מיקום גאוגרפי של היישובים בארץ על פי קואורדינטות ITM.
166|0|829|dataset|2020-06-11|פריסת הכבישים בארץ בקנ"מ של 1,000,000|israel_mapping_center|No|NA|1|4|המרכז למיפוי ישראל|nir@mapi.gov.il|המרכז למיפוי ישראל|||פריסת הכבישים בארץ בקנה מידה של 1,000,000.
167|0|830|dataset|2020-06-11|תחנות GPS|israel_mapping_center|No|NA|1|5|המרכז למיפוי ישראל|nir@mapi.gov.il|המרכז למיפוי ישראל|||תחנות קבע הנן נקודות בעלות דיוק גאוגרפי גבוה. דיוק זה מאפשר את תיקון הסטייה המתקבלת על ידי מכשירי ה GPS.
168|0|831|dataset|2020-06-11|מפתח מפות 25,000|israel_mapping_center|No|NA|2|5|המרכז למיפוי ישראל|nir@mapi.gov.il|המרכז למיפוי ישראל|||כל ריבוע במפה מתאר קנה מידה של 1:25,000.כאשר גודל המסך תואם למסגרת הריבוע, כל סנטימטר במפה שווה ערך ל-25,000 סנטימטרים במציאות.
169|0|832|dataset|2020-06-08|מפתח מפות 50,000|israel_mapping_center|No|NA|2|4|המרכז למיפוי ישראל|nir@mapi.gov.il|המרכז למיפוי ישראל|||כל ריבוע במפה מתאר קנה מידה של 1:50,000.כאשר גודל המסך תואם למסגרת הריבוע, כל סנטימטר במפה שווה ערך ל-50,000 סנטימטרים במציאות.
